benchmark_RKE17-b_management.cattle.io.setting.txt,23.46,9.93,29.89,74,33.35,35.06,,1.6
benchmark_RKE17-c_management.cattle.io.setting.txt,23.6,10.22,30.16,84.32,34.77,36.22,,1.6
benchmark_RKE17-d_management.cattle.io.setting.txt,22.65,9.83,30,74.19,33.04,35.01,,1.5
benchmark_RKE17-e-long_management.cattle.io.setting.txt,24.86,0,30.1,983.64,36.3,39.73,,567.3
benchmark_RKE20-a_management.cattle.io.setting.txt,26.34,7.8,25.36,386.03,30.22,42.99,,1.7
benchmark_RKE20-b_management.cattle.io.setting.txt,19.26,7.99,25.46,73.87,27.39,30.75,,1.3
benchmark_RKE20-c_management.cattle.io.setting.txt,19.44,7.8,25.96,73.02,28.52,28.92,,1.3
benchmark_RKE21-a_management.cattle.io.setting.txt,295.23,30.68,178.49,1170,730.99,883.62,,17.9
benchmark_RKE21-b_management.cattle.io.setting.txt,46.28,14.38,37.97,638.52,69.04,84.13,,3
benchmark_RKE21-c_management.cattle.io.setting.txt,46.79,14.98,39.6,326.16,88.37,144.1,,2.9
benchmark_RKE21-d_management.cattle.io.setting.txt,76.72,15,39.81,644.63,171.96,304.89,,4.8
benchmark_RKE21-e_management.cattle.io.setting.txt,61.07,12.56,40.29,501.52,89.12,270.27,,3.9
benchmark_RKE21-f_management.cattle.io.setting.txt,80.21,14.73,41.07,865.21,157.45,214.25,,5
